282	157	191	0	372	0	0	ALL_EDGES	1	935859
356	214	86	6	627	0	0	FULL	5	462746
346	207	119	0	250	0	0	FULL	4	333575
325	272	130	11	541	53	52	FULL	1	291795
250	152	224	0	587	0	0	FULL	4	966205
353	199	164	11	703	28	30	FULL	3	58188
357	247	96	17	601	0	0	FULL	1	59238
422	331	54	585	250	9	15	FULL	1	734063
214	172	176	6	250	0	0	ALL_EDGES	1	809583
272	222	125	0	250	23	20	FULL	2	259710
322	241	109	8	269	20	22	FULL	2	167326
147	145	212	4	250	0	0	FULL	1	370188
280	241	156	514	429	0	0	FULL	4	221401
228	179	135	5	250	0	0	FULL	1	431682
222	160	239	8	726	0	0	FULL	1	365545
366	239	86	2647	412	9	14	FULL	1	826440
248	120	320	9	428	16	17	FULL	1	744229
305	259	152	12	568	0	0	FULL	2	785428
367	251	103	921	1252	0	0	FULL	1	608920
279	193	83	4	728	0	0	FULL	1	864951
336	187	184	11	250	0	0	FULL	1	242951
388	184	147	10	639	17	22	FULL	2	332152
393	232	115	0	250	14	14	FULL	1	125450
347	216	114	8	853	0	0	FULL	1	708270
384	199	151	3059	539	0	0	LONG_EDGES	3	787815
297	183	138	2310	523	0	0	FULL	1	341660
324	232	126	0	314	15	13	FULL	1	838803
258	173	257	11	309	11	11	FULL	1	60287
307	233	160	11	250	0	0	ALL_EDGES	2	644256
302	218	130	8	302	10	5	FULL	1	560254
343	178	140	8	468	0	0	FULL	2	423948
236	144	103	973	966	28	31	ALL_EDGES	1	172198
281	165	227	10	536	0	0	FULL	3	735458
234	162	199	1222	426	0	0	FULL	2	280136
244	186	166	7	1356	0	0	ALL_EDGES	1	42403
289	196	184	10	250	0	0	FULL	1	179359
371	219	93	1635	400	9	12	ALL_EDGES	5	420090
301	187	115	591	383	7	9	FULL	1	190890
327	195	181	2622	250	19	27	ALL_EDGES	3	573043
240	166	239	3220	270	0	0	FULL	2	84123
271	190	205	1764	270	18	12	FULL	1	116492
245	168	255	1344	620	18	23	FULL	6	49486
288	242	121	0	250	0	0	FULL	1	657374
315	235	115	1045	311	0	0	FULL	2	402032
