359	257	125	0	876	0	0	FULL	3	395374
348	307	99	10	329	0	0	FULL	2	461029
371	257	120	11	630	17	21	FULL	1	64199
203	158	109	7	416	0	0	FULL	2	717323
282	207	163	1130	449	43	45	FULL	1	673221
305	276	137	23	384	18	17	FULL	1	346100
215	168	125	1228	476	23	27	FULL	1	502264
273	214	145	1887	340	18	21	FULL	3	188573
218	175	248	9	410	0	0	CORNERS	2	253976
335	270	83	7	655	0	0	FULL	1	441462
296	224	158	0	298	0	0	FULL	3	396487
279	180	149	1027	972	0	0	FULL	2	194311
213	138	255	7	393	0	0	FULL	1	105139
315	250	153	12	391	0	0	FULL	2	132578
304	171	231	12	796	0	0	FULL	2	766887
345	198	95	6	498	21	21	FULL	1	696979
363	247	128	11	250	0	0	FULL	1	85865
383	252	108	766	849	29	32	FULL	1	810147
247	200	172	17	1033	13	14	FULL	2	259033
251	241	107	0	563	21	16	FULL	2	306240
382	248	121	839	638	15	19	ALL_EDGES	1	46691
277	202	153	0	1413	16	12	FULL	2	632600
361	204	163	0	611	19	25	FULL	1	324654
395	183	104	0	336	14	17	FULL	2	968364
305	216	144	674	837	37	35	FULL	1	411100
295	130	117	4	476	20	25	FULL	2	47717
241	173	203	714	250	7	6	FULL	5	18309
319	189	108	6	430	0	0	ALL_EDGES	2	519533
251	185	205	484	250	10	11	FULL	2	68579
294	236	108	0	775	0	0	FULL	2	403488
278	202	204	23	482	27	27	FULL	1	739602
258	168	241	10	634	0	0	FULL	3	351228
236	175	181	487	435	11	14	FULL	2	886945
315	205	162	955	585	0	0	FULL	5	21836
276	176	93	9	250	0	0	FULL	4	792638
389	235	131	12	250	0	0	FULL	1	724714
271	198	196	10	896	10	6	FULL	4	75017
350	214	153	0	829	37	38	FULL	2	344065
272	191	145	0	1330	22	28	FULL	3	886223
367	239	131	874	883	0	0	FULL	1	470511
242	141	250	0	273	8	11	FULL	3	72474
270	177	157	1792	1294	11	10	FULL	6	318812
334	211	170	12	438	0	0	FULL	1	555508
285	163	139	435	306	31	35	FULL	1	884443
227	169	197	7	819	0	0	FULL	2	674737
264	190	89	4	1440	13	15	FULL	1	248696
282	165	224	2740	534	42	44	FULL	4	754896
184	142	174	4	458	0	0	FULL	1	308999
366	158	181	4242	485	11	11	FULL	2	663270
331	258	135	11	894	0	0	FULL	1	839605
245	214	181	19	1050	30	31	FULL	3	789887
281	132	256	9	250	45	44	ALL_EDGES	2	402905
183	125	196	4	384	14	10	FULL	1	607393
169	134	200	9	1152	0	0	FULL	2	635438
230	167	194	1012	636	23	27	FULL	3	533620
224	166	121	648	320	26	27	FULL	1	137050
261	201	143	7	947	18	15	FULL	2	944344
324	218	106	0	591	0	0	FULL	1	20470
267	161	175	0	543	26	24	FULL	4	784208
209	144	281	969	250	0	0	FULL	1	707150
413	318	87	11	491	0	0	FULL	2	57176
268	225	125	0	319	0	0	FULL	2	517465
261	176	250	11	565	13	17	FULL	1	725663
255	170	197	0	453	0	0	ALL_EDGES	1	810581
300	217	177	11	554	0	0	ALL_EDGES	2	342775
307	221	139	9	498	0	0	FULL	5	700918
358	226	130	0	824	21	31	FULL	2	689720
315	159	149	7	552	14	12	FULL	2	552423
286	199	150	501	913	11	13	FULL	4	610594
351	175	122	7	1104	0	0	FULL	2	44831
376	233	131	11	250	21	26	FULL	3	902608
269	213	148	2830	607	0	0	FULL	1	268577
308	208	164	21	519	15	17	FULL	2	975262
214	148	173	5	250	24	24	FULL	1	798500
381	214	141	11	753	13	11	FULL	2	505200
425	217	124	11	834	4	9	FULL	4	167753
294	213	104	0	818	11	17	FULL	3	473755
186	119	204	4	250	0	0	ALL_EDGES	1	84938
195	141	165	985	888	12	18	FULL	4	996145
254	263	171	1529	780	17	17	FULL	1	644140
257	150	168	533	250	0	0	ALL_EDGES	2	31521
371	194	146	1438	410	15	13	FULL	2	317444
333	273	94	8	418	0	0	FULL	1	265580
252	204	205	10	564	13	12	FULL	1	52315
260	243	134	0	250	0	0	FULL	3	845511
222	167	202	15	493	12	17	FULL	3	748903
370	241	128	2725	789	30	25	FULL	3	767280
304	158	218	1144	627	28	31	FULL	1	660471
325	264	111	3144	380	10	17	FULL	1	77064
330	277	115	0	250	0	0	FULL	5	188396
210	172	124	4	1297	26	23	FULL	1	970812
357	270	108	10	508	0	0	ALL_EDGES	11	856904
293	162	180	2482	250	0	0	FULL	2	310864
278	182	207	10	1184	12	19	FULL	7	736113
325	244	107	8	269	30	30	FULL	1	378448
325	201	145	2641	544	21	20	FULL	1	167232
288	209	74	4	250	0	0	FULL	2	913172
261	187	154	1410	250	0	0	FULL	4	143381
358	272	119	2392	471	0	0	FULL	1	278724
290	222	163	1827	657	0	0	FULL	3	68634
220	163	210	7	250	0	0	FULL	5	419366
278	151	274	11	352	0	0	FULL	2	597819
364	212	149	3059	636	7	12	FULL	3	919335
303	205	137	8	613	18	26	ALL_EDGES	1	250075
220	161	241	8	402	0	0	FULL	3	626965
300	213	133	0	327	0	0	FULL	2	217640
290	191	118	435	367	0	0	FULL	3	619205
254	219	152	578	898	0	0	FULL	1	876147
312	173	194	10	743	0	0	ALL_EDGES	1	256953
295	189	152	2694	438	22	30	FULL	1	403931
257	236	125	0	417	0	0	FULL	2	512661
363	197	119	1411	758	0	0	FULL	1	625893
388	239	91	8	413	19	19	FULL	2	496374
247	133	136	801	411	0	0	FULL	1	221099
256	212	211	575	595	0	0	FULL	1	647487
282	156	261	11	544	0	0	FULL	7	15297
278	204	115	6	379	22	23	FULL	2	458633
265	164	243	10	692	16	15	ALL_EDGES	1	750264
226	171	117	1264	361	0	0	FULL	2	166212
333	208	174	2664	250	0	0	FULL	2	20799
238	154	204	7	250	34	30	FULL	2	107094
321	262	137	2449	440	23	22	FULL	1	390316
334	247	103	527	375	0	0	FULL	2	714968
237	178	274	23	768	41	45	FULL	2	693979
238	200	158	352	472	18	18	FULL	6	138939
197	145	158	1044	781	24	25	FULL	2	627096
321	237	112	688	445	17	12	FULL	2	476048
320	252	105	1309	1249	0	0	FULL	3	776225
322	206	173	0	906	0	0	FULL	2	407557
347	267	124	0	250	21	23	FULL	2	749505
277	179	152	15	540	0	0	FULL	1	674438
318	227	158	11	420	0	0	FULL	1	421615
266	129	131	0	526	25	24	FULL	1	285728
204	137	162	1489	607	0	0	FULL	2	437489
191	179	249	8	949	0	0	ALL_EDGES	2	595631
398	235	129	2316	1698	30	30	ALL_EDGES	6	122390
218	126	201	5	588	0	0	FULL	6	895109
320	227	158	11	250	0	0	FULL	1	969329
314	268	125	10	642	6	3	FULL	5	15387
297	178	161	8	565	0	0	ALL_EDGES	2	626902
413	239	117	3151	367	0	0	FULL	3	462422
311	201	136	8	567	2	2	FULL	1	198796
297	212	151	9	497	13	14	ALL_EDGES	1	646002
254	153	192	7	890	0	0	FULL	1	297669
235	161	223	1071	250	19	24	FULL	3	220467
217	149	109	0	484	0	0	FULL	1	19329
350	263	124	11	848	0	0	FULL	1	873997
256	168	174	7	641	0	0	FULL	2	862788
226	203	205	9	461	19	20	FULL	1	620799
294	203	176	10	599	0	0	FULL	1	610516
281	264	114	2626	395	21	22	FULL	2	682570
249	164	184	682	255	38	41	FULL	3	228692
220	173	172	13	250	17	17	FULL	1	162685
224	190	106	697	250	20	20	FULL	1	446357
305	185	80	4	704	0	0	FULL	6	709618
378	248	123	11	946	0	0	FULL	9	196682
262	165	150	0	571	30	31	ALL_EDGES	2	70047
273	180	193	0	250	0	0	FULL	2	491787
242	170	134	0	319	0	0	FULL	3	740512
304	207	135	8	430	28	27	ALL_EDGES	1	63711
288	173	191	9	812	0	0	FULL	1	727458
265	167	101	4	859	40	43	FULL	3	702935
290	198	148	8	318	4	7	FULL	1	414393
238	177	177	0	444	0	0	ALL_EDGES	1	842247
253	164	155	6	860	0	0	FULL	1	480962
310	209	131	8	444	14	13	FULL	1	852893
300	281	113	0	426	18	22	FULL	6	927989
210	146	376	11	799	29	36	ALL_EDGES	6	433770
280	191	122	6	979	0	0	FULL	2	661691
276	145	211	3077	303	37	37	FULL	1	51049
233	175	184	0	861	20	21	FULL	3	816731
341	228	148	1150	899	0	0	FULL	3	485333
245	157	142	0	1760	0	0	FULL	1	173371
335	175	179	10	250	0	0	FULL	3	802334
294	209	155	9	571	0	0	FULL	4	503001
191	178	221	15	402	18	23	FULL	2	184963
372	191	106	367	416	0	0	FULL	4	317111
265	173	97	603	502	0	0	FULL	1	138765
328	236	123	19	377	11	14	FULL	3	303931
379	265	114	23	939	0	0	FULL	1	528885
326	207	126	8	608	34	32	ALL_EDGES	1	252307
298	198	144	8	447	8	5	FULL	2	199277
222	166	229	8	407	0	0	FULL	6	776904
336	170	166	9	402	7	10	FULL	3	628333
266	233	137	8	250	19	23	ALL_EDGES	3	598228
277	227	184	0	404	0	0	ALL_EDGES	2	341966
307	225	109	0	1037	12	14	FULL	1	26512
311	206	148	1054	547	0	0	FULL	1	691740
250	157	216	8	544	0	0	FULL	2	354700
305	183	187	10	636	0	0	FULL	1	213114
187	149	126	469	422	5	4	FULL	1	751263
192	138	131	3	553	0	0	FULL	3	442905
234	166	220	2116	250	0	0	FULL	2	913619
280	246	124	1385	812	0	0	FULL	1	401805
287	141	111	0	630	25	25	FULL	1	953083
274	178	154	0	328	0	0	FULL	2	561519
228	212	156	7	453	21	24	FULL	3	42567
206	168	218	7	250	15	18	FULL	2	436060
254	227	148	8	860	0	0	FULL	2	4950
315	176	207	540	1057	0	0	FULL	1	660022
302	178	139	2677	810	0	0	FULL	2	79855
279	192	140	7	552	24	23	FULL	1	240185
297	142	177	7	291	27	26	ALL_EDGES	4	273443
330	224	163	12	250	0	0	FULL	2	945895
220	129	301	646	504	20	21	ALL_EDGES	1	434413
420	306	89	11	250	0	0	FULL	2	579714
185	125	281	6	601	0	0	FULL	2	364678
327	291	121	1805	1374	11	14	FULL	1	247891
222	173	143	5	401	0	0	FULL	2	4263
284	232	129	8	459	11	15	FULL	2	254039
273	117	235	7	1128	22	19	FULL	3	782616
233	240	152	0	498	0	0	FULL	1	544107
239	227	156	654	979	0	0	FULL	2	267412
363	228	138	1058	381	27	26	FULL	27	716280
437	178	96	7	699	8	13	FULL	3	132316
269	187	149	15	250	22	19	FULL	2	549238
347	231	143	0	250	0	0	FULL	2	538501
313	243	152	0	492	0	0	FULL	3	470938
355	194	152	1984	604	20	22	FULL	2	796635
277	183	187	1871	758	0	0	FULL	1	805229
332	126	203	0	597	0	0	FULL	3	781347
311	225	107	0	408	0	0	FULL	2	93428
252	181	187	8	411	9	6	FULL	1	868801
195	169	137	4	564	0	0	FULL	2	362789
206	152	238	7	308	0	0	CORNERS	1	750418
264	188	212	0	1147	0	0	FULL	1	533563
396	274	106	1334	743	0	0	FULL	2	433045
292	183	225	0	250	0	0	FULL	3	492321
239	165	189	1252	472	0	0	FULL	1	53395
398	289	74	0	530	0	0	FULL	3	517498
210	148	339	1144	1090	35	32	FULL	1	114035
342	175	159	4028	742	0	0	ALL_EDGES	2	685886
265	143	197	7	251	32	30	FULL	1	106154
236	165	141	0	250	11	10	FULL	1	35776
285	238	170	1702	250	39	41	FULL	2	151661
244	182	260	4519	713	5	11	ALL_EDGES	4	16681
280	179	150	7	320	0	0	FULL	3	649713
350	258	94	1249	720	0	0	FULL	3	880262
354	275	118	4117	1067	28	29	FULL	3	912647
226	163	229	374	250	18	19	FULL	2	328247
322	282	94	0	527	0	0	FULL	2	949112
278	238	128	1470	771	12	16	FULL	2	78951
285	232	113	22	720	0	0	FULL	2	885457
295	213	182	1552	1005	28	31	FULL	1	80009
261	193	89	4	581	29	34	FULL	2	410554
300	172	126	520	294	0	0	FULL	1	658973
271	229	137	0	426	25	27	FULL	1	320065
265	108	192	5	250	0	0	FULL	2	77716
224	133	252	1710	293	0	0	FULL	5	2323
231	133	146	850	347	22	29	FULL	3	390773
274	208	131	7	250	0	0	FULL	5	903553
359	248	118	4389	766	0	0	FULL	2	449327
212	151	140	913	396	0	0	FULL	2	758227
306	211	69	4	250	0	0	FULL	2	200667
244	192	118	0	250	0	0	FULL	1	565060
318	232	156	11	884	0	0	FULL	2	273567
249	189	201	0	613	0	0	FULL	1	160275
217	112	144	413	461	0	0	CORNERS	7	82476
255	226	130	1710	462	0	0	FULL	2	504276
247	207	147	7	393	16	15	FULL	1	416062
360	185	67	4	483	8	9	FULL	1	927645
316	198	167	966	1259	19	23	FULL	1	108247
330	224	115	0	1008	0	0	FULL	3	717645
267	197	180	9	338	0	0	FULL	2	56416
326	252	128	0	559	0	0	FULL	2	213871
307	166	167	8	1297	14	19	FULL	6	368764
290	181	105	814	833	9	9	FULL	5	725137
267	179	136	0	250	0	0	FULL	1	102855
305	210	179	11	250	0	0	FULL	3	272039
334	186	169	21	250	16	20	FULL	4	395017
272	188	146	0	611	28	27	ALL_EDGES	1	763174
260	236	188	2507	745	0	0	ALL_EDGES	1	984950
311	282	108	1824	1105	18	17	ALL_EDGES	6	31875
240	193	162	1537	464	33	38	ALL_EDGES	1	972109
320	230	156	11	250	0	0	FULL	1	417753
273	165	212	9	250	0	0	ALL_EDGES	2	733904
298	231	137	9	363	12	19	FULL	3	621697
236	161	223	8	250	24	27	FULL	3	530512
290	172	151	1942	923	0	0	FULL	3	31635
358	180	132	17	250	17	19	FULL	1	519922
225	128	297	8	751	0	0	FULL	2	902421
297	206	187	11	493	0	0	FULL	1	143340
305	210	164	21	487	0	0	ALL_EDGES	1	923158
303	233	135	2128	250	17	21	FULL	3	916538
325	202	114	7	371	0	0	ALL_EDGES	4	509800
296	263	135	1648	331	17	25	FULL	1	914671
186	124	194	0	352	23	27	FULL	1	620827
280	231	131	17	469	22	28	ALL_EDGES	1	256871
303	215	146	9	250	0	0	FULL	1	491628
282	195	118	6	443	0	0	ALL_EDGES	1	955372
299	161	176	8	250	33	37	FULL	1	492829
261	172	123	830	369	0	0	FULL	4	507081
298	269	81	0	363	10	10	FULL	1	154967
328	231	100	15	563	0	0	FULL	1	296451
291	145	274	0	1428	0	0	FULL	1	71848
243	167	208	8	1235	18	18	FULL	2	147972
410	300	85	777	447	0	0	FULL	1	473195
368	232	100	8	250	15	8	FULL	2	352161
204	129	322	2550	450	17	20	ALL_EDGES	4	404723
347	172	109	6	473	23	27	FULL	1	515117
414	186	149	11	660	0	0	FULL	1	931304
258	180	163	1335	612	0	0	FULL	2	66858
303	155	160	0	1001	35	36	FULL	5	141788
276	202	171	836	907	0	0	FULL	1	754285
306	235	118	484	250	0	0	FULL	1	277360
302	261	108	17	250	0	0	FULL	2	823025
382	161	138	8	642	0	0	FULL	1	559089
313	216	170	11	1070	25	31	FULL	3	33159
276	137	223	1980	1183	0	0	FULL	2	100728
258	164	178	7	1450	0	0	FULL	1	827717
336	230	110	1470	484	0	0	FULL	8	171878
220	194	221	9	578	0	0	FULL	7	768919
300	203	123	7	250	21	27	FULL	4	949441
272	175	116	913	528	0	0	FULL	1	145885
248	205	166	8	358	0	0	FULL	1	419267
347	318	59	13	690	0	0	FULL	1	931439
291	185	159	1436	411	29	27	FULL	2	658795
345	232	143	2058	315	28	31	FULL	1	129204
269	158	200	17	381	0	0	FULL	2	60306
217	143	337	2467	250	0	0	FULL	1	199666
