239	184	80	3	726	0	0	FULL	7	431035
202	136	200	0	481	0	0	FULL	1	635418
248	121	216	0	361	15	11	ALL_EDGES	2	171755
287	181	222	11	409	0	0	FULL	2	242285
251	201	169	8	572	0	0	FULL	1	857442
255	179	164	0	497	0	0	FULL	3	672954
342	212	131	9	977	9	12	FULL	2	276605
258	194	209	0	250	16	15	FULL	4	880268
275	171	201	9	500	18	15	FULL	1	20803
320	291	102	1434	280	0	0	FULL	2	135008
201	151	148	4	309	24	26	FULL	1	922993
338	259	131	23	987	0	0	FULL	1	775971
333	233	123	1045	473	12	12	FULL	1	629605
337	209	134	9	387	32	32	FULL	1	654246
262	176	249	11	362	0	0	FULL	1	593395
198	183	208	1575	444	0	0	FULL	4	380343
170	112	184	241	1078	7	15	FULL	2	207102
375	225	125	10	250	0	0	FULL	2	237488
308	294	105	9	420	0	0	FULL	4	983182
312	162	129	6	846	12	12	FULL	1	759972
384	211	142	11	634	0	0	FULL	1	86856
193	156	149	0	547	36	38	ALL_EDGES	1	976322
341	204	173	0	1453	0	0	FULL	2	634481
256	207	84	819	767	0	0	FULL	6	165923
293	233	109	7	1090	3	5	FULL	3	149226
307	224	153	10	560	0	0	ALL_EDGES	2	931440
233	135	364	2852	250	32	29	FULL	1	569124
363	254	114	1638	474	3	2	FULL	1	928045
401	261	110	0	1004	7	7	FULL	1	777805
265	205	83	4	638	28	25	FULL	2	769632
267	231	138	0	250	0	0	FULL	1	837975
291	176	166	8	939	0	0	FULL	1	826721
263	163	281	0	250	0	0	FULL	8	413803
246	138	250	450	374	14	15	FULL	3	119554
331	304	114	897	250	5	6	FULL	1	801960
255	177	122	1897	250	0	0	FULL	1	976962
263	236	121	7	381	10	4	FULL	1	323014
294	214	135	8	250	0	0	FULL	4	211636
279	247	166	11	1113	0	0	ALL_EDGES	3	938837
275	227	136	739	442	0	0	FULL	1	184128
265	155	257	1375	250	27	31	ALL_EDGES	2	372593
404	286	100	11	882	12	13	ALL_EDGES	2	410576
436	308	78	1837	476	0	0	FULL	1	69842
243	166	284	11	298	0	0	FULL	1	454167
350	254	135	12	250	11	16	FULL	3	324546
342	242	127	2089	721	0	0	ALL_EDGES	2	344307
305	215	130	1623	287	8	8	FULL	2	580960
227	136	274	8	466	0	0	FULL	1	995755
228	143	199	0	609	0	0	FULL	1	174110
271	231	184	2737	250	12	14	ALL_EDGES	2	485230
424	204	121	10	349	25	24	FULL	1	735669
404	270	97	0	250	24	23	FULL	2	107414
231	137	143	252	250	25	25	FULL	4	118661
323	174	169	9	452	0	0	FULL	2	705839
363	190	167	1943	575	0	0	ALL_EDGES	1	604900
265	183	93	1476	411	8	2	FULL	1	175136
229	184	178	15	398	23	29	FULL	3	67237
431	302	119	0	826	12	16	FULL	1	474028
369	199	211	2247	592	0	0	FULL	2	352470
441	344	102	15	526	0	0	FULL	2	212260
374	275	141	14	523	0	0	FULL	4	18088
329	294	181	4287	1064	17	14	FULL	1	995504
360	271	159	31	646	0	0	FULL	2	534941
311	233	215	15	1135	9	10	FULL	2	873701
408	348	109	0	250	0	0	FULL	1	321206
430	240	141	551	1119	23	25	FULL	3	754375
363	228	187	2852	1032	0	0	FULL	2	423116
332	260	180	0	1535	0	0	FULL	3	313592
362	262	132	2350	886	11	11	FULL	4	589113
378	234	142	12	250	0	0	ALL_EDGES	2	192220
401	274	178	1891	250	0	0	FULL	1	876708
333	221	210	0	250	0	0	FULL	2	750930
